query,relevant_doc_id
Check if the font style in sec527w.htm is correctly set to bold,292
css sec527siz font size,293
font size issue in new layout testcase Mozilla,293
css sec527h testcase line height 200%,294
http://www.mozilla.org/newlayout/testcases/css/sec527h.htm line height,294
site:mozilla.org css sec527f 'san-serif',295
site:mozilla.org css sec527f 'serif',295
Find the test case for CSS sec531 with rgb color and 'aqua' in its expected output,296
Check if the new layout test case http://www.mozilla.org/newlayout/testcases/css/sec531rgb6aqua.htm is correctly displaying 'aqua' as expected,296
css sec532 rgb color test case not working,297
mozilla new layout css test case issue with rgb values,297
css viewer crashes on listing directory,298
netscape css viewer hangs on folder listing,298
css layout issue with scrollbar on mozilla.org/newlayout/testcases/css/index.html,299
testcase accessibility issue with scrollbar on mozilla.org/newlayout/testcases/css/index.html,299
site:bug report 'background color' AND 'text fields',300
site:bug report 'IE' AND 'navigator' AND 'inheritance',300
"site:github.com bug report ""vertical alignment"" AND dont forget to fix AND frames INTO",301
"site:github.com bug report ""bullet alignment"" AND vertical alignment AND fix",301
GetHTMLFormElementProperty,302
js_GetProperty,302
site:github.com bug report 'floaters' AND 'overlap',303
site:stackoverflow.com bug report 'floaters' AND 'overlap',303
font mismatch in top stories section between ie and navigator,304
top stories section inconsistent font rendering across browsers,304
center web-search table superscript layout issue,305
web search table form elements layout incorrect,305
jsapi.c line 829 js GC issue,306
PR_FinishArenaPool function in jsapi.c,306
What is the HTML 4.0 OPTGROUP element in a SELECT tag?,307
How does the OPTGROUP element work with mouseover functionality?,307
cellpadding cellspacing issue,308
border rendering on tables,308
in-line frame rendering issue,309
inline frame display problems,309
site:w3.org 'float' and CSS,310
test cases for float property,310
smartupdate 5.0 documentation progress,311
progress on smartupdate 5.0 feature support,311
css2 color aliases,312
native look and feel html/css,312
crash Mozilla browser win98,313
AMD K6 CPU crash with Norton Antivirus and ICQ,313
fix that bug report,314
"find and fix the issue mentioned in the bug report ""fix that""",314
css spec case insensitive rules,315
html id/class attributes css2 spec,315
Find all occurrences of 'new(UINT)' in nsCSSDeclaration.cpp and nsCSSDeclarationImpl::new(UINT),316
Find all calls to NS_NewCSSDeclaration in nsCSSParser.cpp and the allocation locations,316
How to fix links not working in table with rowspan attribute,317
Issue with links not being clickable in tables with rowspan attribute,317
simplify bug report,318
nasty bug report test case,318
Open/Normal status set to M4,319
M4 status for open and normal tickets,319
cssstyleimpl crash,320
nsdocument destructor,320
default background colors for widgets except buttons,321
widget library color defaults,321
style textDecoration issue: force reflow to apply,322
underline text decoration not working as expected,322
site:bug report 'style.top' AND 'onmousedown=this.style.position=relative',323
site:bug report 'foo' AND 'mousedown' AND 'this.style.top',323
Fixed width tables rendering issue,324
NGLayout table download delay,324
viewer.exe Last line in in\ viewer.exe:; DocumentViewerImpl::BindToDocument; ; Fatal error:; ; The instruction at 0x00291048 referened memory at 0xdddddded.  Memory could; not be read.; ; \u00a7,325
"viewer.exe crash report ""The instruction at 0x00291048 referened memory at 0xdddddded.  Memory could; not be read.""",325
css inset border color,326
border color properties,326
fantasy fonts css windows,327
cursive fonts css windows,327
What are the CSS 2 fonts spec guidelines regarding negative font size?,328
How does W3C REC-CSS2 define font size properties?,328
site:github.com bug report 'vertical-align' and (not 'text-bottom'),329
site:github.com bug report 'vertical-align' and not '50%',329
css percentage margins browser window narrowing,330
w3c css test case sec5501,330
left margin auto justification,331
css margin auto justify,331
What is the behavior of a <div> inside a <p> in HTML?,332
How do I close a <p> element when it contains a <div>?,332
table inheritance issue: why doesn't the div's content display correctly inside tables?,333
div content not inheriting properties to tables: example url needed,333
css attributes word spacing and letter spacing implementation,334
support for css1 word spacing and letter spacing,334
justify keyword text-align property,335
text-align property justification bug,335
text-indent property not supported in CSS,336
commonly used but poorly supported CSS property,336
css list style position not supported,337
css1 list style position value,337
css border-style none display zero,338
border-width none display extra padding nglayout,338
css border-width medium vs 0 solid,339
default css border style none,339
top border thickness issue,340
thin top border in url,340
light from upper left model,341
inset and outset border usage,341
"""dashed and dotted borders"" corners issue",342
Opera border gap adjustment,342
css border thickness inside vs outside table,343
w3c css specification thin top and bottom borders,343
How to fix frame impact not being backed out when pushed to next line,344
Why is PerFrameData not used in nsInlineReflow,344
bug report: percentage margins issue with window resize,345
percentage margins not updating correctly after window resize,345
site:github.com bug report margins not applying outside table,346
site:github.com bug report percentage margins issue with non-table elements,346
What's causing the performance issue with table reflow?,347
How can we improve the rendering of floating tables?,347
site:bugtracker.com 'percentage width' AND 'floats' AND 'viewer window' AND 'resize',348
css2 content attributes implementation status,349
peter task assignment to kipp,349
"site:github.com bug report ""drop-down list box"" and ""initial value 10""",350
"site:bugzilla.org search ""large drop down list box"" and ""page layout issue""",350
"site:bugzilla.mozilla.org search ""image Lycos acquires"" -text underneath",351
"search ""there should be more vertical space between image Lycos acquires"" site:bugzilla.mozilla.org",351
aligning images in table center,352
table layout issues,352
edit control width too wide,353
middle page layout issue,353
"site:github.com bug report ""floaters"" AND ""returning""",354
"site:github.com bug report ""image"" AND ""floaters""",354
Table issue search,355
Might be table related bug report,355
RAPTORHTMLPARS.DLL crash stackdump,356
AMD K6 64MB RAM NGlayout nightly build crash error message,356
site:bug tracker 'image overlap' AND (code OR text) NOT 'next line',357
site:bug tracker 'header alignment' AND (h1 OR h2) NOT 'correctly indented',357
Find all occurrences of signed chars in the codebase,358
Check for signed char usage in string encoding,358
site:bugzilla.mozilla.org 'libpref' && site:bugzilla.mozilla.org 'navigator.preference',359
site:bugzilla.mozilla.org 'libpref' || site:bugzilla.mozilla.org 'navigator.preference',359
site:bugreport.com 'resize' AND 'frames' AND 'width/height' NOT original,360
site:bugreport.com 'reize' AND 'window' AND 'frames' AND 'grow/shrink',360
css border style in ie 4/5,361
css 3d border issue in ie 4/5,361
resize issue after load,362
page jumping on resize,362
floaters positioning issue with top/bottom margins,363
floater repositioning after outer block frame applies top/bottom margin,363
left/right margin css bug,364
inline frame margin issue,364
Swing V1.0.3 JTable repaint issue,365
JTree repaint problem after switching tabs,365
"site:bug report ""floating tables"" AND Steve",366
"site:bug report ""tables"" AND Steve thinks",366
Find all occurrences of 'NSPR' in the bug report,367
Extract the technical details about URLImpl thread safety and potential performance improvements,367
"""nsGenericHTMLElement"" + ""CSS parser instance""",368
"""css scanner"" + ""nsString Unichar input stream""",368
fragment identifier issue with scrollbar display,369
scrollbar not appearing when clicking on link with fragment identifier,369
how to handle child elements outside of their parent in the current system,370
cursor handling issues with children not contained within a parent element,370
What's the issue with FORM element in HTML and how can we make it behave like a block-level element?,371
"Why is FORM treated as an inline element in IE and Navigator, and what's the fix?",371
site:bugreport 'iframes' layout issues,372
site:bugreport 'raptor' iframe rendering problems,372
site:bugzilla.mozilla.org bug 1234567 crypto.signText() issue on Windows 3.1,373
site:oldsecurityadvice.com Netscape Navigator 4.07 signText() problem on Win 3.1,373
"site:github.com -bug report ""vertical alignment""",374
"site:github.com -bug report ""alignment issue""",374
"site:github.com bug report ""see the test""",375
site:github.com 'see the test' in:file,375
textDecoration: 'blink' not reset after setting,376
unsetting 'blink' text decoration,376
css om line height modification issue,377
line height css om bug fix,377
special case hand never changes,378
hand never updates to hand,378
"""dumb"" case down",379
optimize build results,379
"""jagged float"" AND ""resize issue""",380
"""float on right"" AND ""layout problem""",380
Search functionality not triggered after submitting search query,381
No search results displayed despite successful submission,381
content model bug report search,382
update content model to include specific bug report,382
"Find all occurrences of ""linux cpu architecture"" in js/src/jscpucfg.h",383
Search for the line number and file revision where the error is fixed,383
site:kesoftware.com content-type application/x-javascript version parameter AND (upgrade to next version DOES NOT WORK),384
site:kesoftware.com 'application/x-javascript' AND 'version parameter' AND perl script attached,384
css margin-left ul not set to 0,385
list item indentation issue between 10-8 and 10-15 builds,385
site:bugreport.com 'H2 top margin' AND site:bugreport.com 'first column' AND site:bugreport.com 'URL',386
site:bugreport.com 'HTML H2 element' AND site:bugreport.com 'CSS first column layout',386
BUG report: body left margin increase when viewer not maximized,387
NGLayout Viewer issue with maximization restore,387
entities &Xi; and &xi; not displaying in NGLayout,388
"NGLayout issue with accented characters (&x00e9;, &xi;) on 12/10/98 nightly build",388
site:snerpa.is net biblia opin.htm font size tags,389
site:snerpa.is 'font' 'size' crash NGLayout viewer,389
"site:github.com bug report ""syntax we dont support yet""",390
"site:github.com search ""syntax we dont support yet"" in:body",390
Find the exact syntax supported by the retrieval system in the bug report,391
Identify the unsupported syntax mentioned in the bug report,391
What is the syntax that is not supported in the test case URL?,392
How can we handle column width specifications in the test case URL?,392
site:bug report 'COLs' OR 'COLGROUPs',393
site:bug report 'styles not applied to COLs' OR 'styles not applied to COLGROUPs',393
Password input field value not being masked correctly,394
Input type=password value not being hidden as expected,394
find duplicate bug report with <input type=text size=3> field,395
search for issue where expected output is [123] but actual output is [ 1 ],395
How does textarea handling work in legacy browsers?,396
Why is whitespace before the first non-whitespace character ignored in textarea rendering?,396
readonly attribute text input field html 4.0 spec,397
behavior of readonly controls in ie5,397
site:bugtracker.com 'disabled attribute not working on OPTION element' AND NOT ie5b1,398
site:bugtracker.com 'attribute disabled not working on OPTION element' OR 'ie5b1 bug not found',398
What is the CSS code for HTML 4.0 elements to be visually rendered in a distinctive fashion?,399
How do we implement the IE 5 style for HTML 4.0 elements in our retrieval system?,399
